catalog_id,provider,program,mtss_tier,grade_band,grade_level,sequence_type,pathway_or_unit,unit_or_focus_area,lesson_or_item_number,item_title,item_type,recommended_role,default_duration_minutes,casel_competencies,pulse_skill_tags,behavior_support_function,licensed_content_key,implementation_status,source_url,notes
SS-CAT-0302,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,,Choice 1,: Mind Breaks,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0303,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,,Choice 2,": Check, Shift, Reset",Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0304,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 9,Student Activity,Pathway 4: Well-Being & Community,Collection 1,9,Naming Emotions,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0305,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 10,Student Activity,Pathway 4: Well-Being & Community,Collection 1,10,Memories from Past and Future,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0306,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 11,Student Activity,Pathway 4: Well-Being & Community,Collection 1,11,Identifying and Managing Emotions,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0307,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 12,Student Activity,Pathway 4: Well-Being & Community,Collection 1,12,Compassion for a Friend,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0308,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 1,Choice 1,: Kind Notes and Shout-Outs,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0309,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 1,Choice 2,: Teacher of the Month,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0310,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 1,Choice 1,: Gratitude Practice,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0311,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 1,Choice 2,: Gratitude Wall,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0312,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 9,Student Activity,Pathway 4: Well-Being & Community,Collection 1,9,Thoughtful Focus,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0313,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 10,Student Activity,Pathway 4: Well-Being & Community,Collection 1,10,Sharing Positive Emotions,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0314,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 11,Student Activity,Pathway 4: Well-Being & Community,Collection 1,11,Photo Perspectives,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0315,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 12,Student Activity,Pathway 4: Well-Being & Community,Collection 1,12,Practicing Self-Compassion,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0316,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 2,Choice 1,: Metaphoric Toolbox,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0317,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 2,Choice 2,: Caught Doing Something Good,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0318,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 2,Choice 1,: Positive Self-Talk,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0319,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 4: Well-Being & Community,Collection 2,Choice 2,: Muddiest Point Collaboration,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0320,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 9,Student Activity,Pathway 4: Well-Being & Community,Collection 2,9,What Would You Do?,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0321,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 10,Student Activity,Pathway 4: Well-Being & Community,Collection 2,10,Showing Gratitude,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0322,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 11,Student Activity,Pathway 4: Well-Being & Community,Collection 2,11,What’s Normal?,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0323,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 12,Student Activity,Pathway 4: Well-Being & Community,Collection 2,12,Self-Compassionate Writing,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0324,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,"Emotions, Thoughts & Feelings",1,"Emotions, Thoughts & Feelings Lesson 1",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0325,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,"Emotions, Thoughts & Feelings",2,"Emotions, Thoughts & Feelings Lesson 2",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0326,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,"Emotions, Thoughts & Feelings",3,"Emotions, Thoughts & Feelings Lesson 3",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0327,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,"Emotions, Thoughts & Feelings",4,"Emotions, Thoughts & Feelings Lesson 4",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0328,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,"Emotions, Thoughts & Feelings",5,"Emotions, Thoughts & Feelings Lesson 5",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0329,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,"Emotions, Thoughts & Feelings",6,"Emotions, Thoughts & Feelings Lesson 6",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0330,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Relationships & Prosocial Skills,1,Relationships & Prosocial Skills Lesson 1,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0331,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Relationships & Prosocial Skills,2,Relationships & Prosocial Skills Lesson 2,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0332,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Relationships & Prosocial Skills,3,Relationships & Prosocial Skills Lesson 3,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0333,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Relationships & Prosocial Skills,4,Relationships & Prosocial Skills Lesson 4,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0334,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Relationships & Prosocial Skills,5,Relationships & Prosocial Skills Lesson 5,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0335,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Relationships & Prosocial Skills,6,Relationships & Prosocial Skills Lesson 6,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0336,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Executive Functioning,1,Executive Functioning Lesson 1,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0337,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Executive Functioning,2,Executive Functioning Lesson 2,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0338,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Executive Functioning,3,Executive Functioning Lesson 3,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0339,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Executive Functioning,4,Executive Functioning Lesson 4,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0340,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Executive Functioning,5,Executive Functioning Lesson 5,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0341,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,K-2,K-2,Small Group Lesson,,Executive Functioning,6,Executive Functioning Lesson 6,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0342,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,"Emotions, Thoughts & Feelings",1,"Emotions, Thoughts & Feelings Lesson 1",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0343,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,"Emotions, Thoughts & Feelings",2,"Emotions, Thoughts & Feelings Lesson 2",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
